1336999.0;GALYAN'S TRADING COMPANY INC;2437 E MAIN ST;PLAINFIELD;IN;53;1;true;1.0
1361236.0;GAMBRO HEALTHCARE;16200 TABLE MOUNTAIN PKWY;GOLDEN;CO;54;1;true;1.0
1752121.0;GAME STOP;625 WESTPORT PKWY;GRAPEVINE;TX;55;1;true;1.0
1358915.0;GAME STOP CORP;625 WESTPORT PKWY;GRAPEVINE;TX;56;1;true;1.0
1248880.0;GAMEFLY INC;5340 ALLA RD;LOS ANGELES;CA;57;1;true;1.0
1357728.0;GAMEGUARD;1301 CENTURY DRIVE;CARROLLTON;TX;58;1;true;1.0
1358594.0;GAMEQUESTDIRECT;8322 ARTESIA BLVD. UNIT B;BUENA PARK;CA;59;1;true;1.0
1239478.0;GAMESTOP CORP;625 WESTPORT PKWY;GRAPEVINE;TX;60;1;true;1.0
1750010.0;GAMESTOP CORP;625 WESTPORT PKWY;GRAPEVINE;TX;61;1;true;1.0
1364840.0;GAMESTOP CORP;;GRAPEVINE;TX;62;1;true;1.0
1750740.0;GameStop Corp.;625 Westport Pkwy.;Grapevine;TX;63;1;true;1.0
1346574.0;GAMPPER GROUP;5811 VANDERBILT;DALLAS;TX;64;1;true;1.0
1364098.0;GAMS GROUP;500 N MICHIGAN AVE;CHICAGO;IL;65;1;true;1.0
1244645.0;GANAHL LUMBER;1220 E BALL RD;ANAHEIM;CA;66;1;true;1.0
1354156.0;GANDER MOUNTAIN;4567 W 80TH ST;BLOOMINGTON;MN;67;1;true;1.0
1361295.0;GANDER MOUNTAIN;180 E. 5TH STREET;SAINT PAUL;MN;68;1;true;1.0
1364277.0;GANDER MOUNTAIN;;ST. PAUL;MN;69;1;true;1.0
1246077.0;GANDER MOUNTAIN*;180 5TH ST E;SAINT PAUL;MN;70;1;true;1.0
1751408.0;GANDER MOUNTAIN*;180 5TH ST E;SAINT PAUL;MN;71;1;true;1.0
1236698.0;GANNETT (APS);1100 WILSON BLVD;ARLINGTON;VA;72;1;true;1.0
1239929.0;GANNETT ASBURY PARK PRESS TV;PO BOX 1550;NEPTUNE;NJ;73;1;true;1.0
1359417.0;GANNETT CO;PO BOX 59;APPLETON;WI;74;1;true;1.0
1238221.0;GANNETT CO - THE JOURNAL NEWS;ONE GANNETT DRIVE;WHITE PLAINS;NY;75;1;true;1.0
1248232.0;GANNETT CO - THE JOURNAL NEWS*;1440 BROADWAY 22ND FLOOR;NEW YORK;NY;76;1;true;1.0
1255496.0;GANNETT CO INC INACTIVE;ROCHESTER DEMOCRAT & CHRONICLE;ROCHESTER;NY;77;1;true;1.0
1750741.0;Gannett Co. Inc.;7950 Jones Branch Dr.;McLean;VA;78;1;true;1.0
1362021.0;GANNETT CO. INC. [NYSE: GCI] RECORD DEPTH: 3;7950 JONES BRANCH DR.;MCLEAN;VA;79;1;true;1.0
1362022.0;GANNETT FLEMING INC;;CAMP HILL;PA;80;1;true;1.0
1364841.0;GANNETT INC;3131 TURTLE CREEK BLVD # 1010;DALLAS;TX;81;1;true;1.0
1236857.0;GANNETT MIDWEST NEWSP (APS);SHEBOYGAN PRESS;APPLETON;WI;82;1;true;1.0
1238263.0;GANNETT OFFSET MINNEAPOLIS;DIV OF GANNETT CO INC. (DE);MAPLE GROVE;MN;83;1;true;1.0
1247769.0;GANNETT PACIFIC PUBLICATIONS;1440 BROADWAY 22ND FLOOR;NEW YORK;NY;84;1;true;1.0
1246078.0;GANNETT SURBURBAN NEWSPAPER;ONE GANNETT DRIVE;WHITE PLAINS;NY;85;1;true;1.0
1246079.0;GANNETT SURBURBAN NEWSPAPER;ONE GANNETT DRIVE;WHITE PLAINS;NY;86;1;true;1.0
1255497.0;GANNETT SURBURBAN NEWSPAPERS;1 GANNETT DRIVE;WHITE PLAINS;NY;87;1;true;1.0
1236856.0;GANNETT WISCONSIN MEDIA  (APS);PO BOX 59;APPLETON;WI;88;1;true;1.0
1239829.0;GANNETT WISCONSIN NEWPAPERS;PO BOX 59;APPLETON;WI;89;1;true;1.0
1239831.0;GANNETT WISCONSIN NEWPAPERS;PO BOX 130;STURGEON BAY;WI;90;1;true;1.0
1236858.0;GANNETT WISCONSIN NEWSP (APS);PO BOX 59;APPLETON;WI;91;1;true;1.0
1236013.0;GANNETT WISCONSIN NEWSPAPERS;PO BOX 59;APPLETON;WI;92;1;true;1.0
1236014.0;GANNETT WISCONSIN NEWSPAPERS;PO BOX 59;APPLETON;WI;93;1;true;1.0
1236028.0;GANNETT WISCONSIN NEWSPAPERS;PO BOX 59;APPLETON;WI;94;1;true;1.0
1236029.0;GANNETT WISCONSIN NEWSPAPERS;PO BOX 59;APPLETON;WI;95;1;true;1.0
1239832.0;GANNETT WISCONSIN NEWSPAPERS;PO BOX 59;APPLETON;WI;96;1;true;1.0
1239874.0;GANNETT WISCONSIN NEWSPAPERS;PO BOX 130;STURGEON BAY;WI;97;1;true;1.0
1246080.0;GANNETT WISCONSIN NEWSPAPERS;PO BOX 59;APPLETON;WI;98;1;true;1.0
1236859.0;GANNETT WISCONSIN NEWSPAPERS APS;PO BOX 59;APPLETON;WI;99;1;true;1.0
1236546.0;GANNETT WISCONSIN NEWSPAPERS*;PO BOX 130;STURGEON BAY;WI;100;1;true;1.0
1237048.0;GANNETT--ASBURY PARK PRESS SPECIALS*;PO BOX 1550;NEPTUNE;NJ;101;1;true;1.0
1245767.0;GANNETT--CINCINNATI ENQUIRER;312 ELM ST;CINCINNATI;OH;102;1;true;1.0
1236840.0;GANNETT--COURIER POST;PO BOX 5300;CHERRY HILL;NJ;103;1;true;1.0
1236543.0;GANNETT--DAILY RECORD;800 JEFFERSON RD;PARSIPPANY;NJ;104;1;true;1.0
1276606.0;GANNETT--HOME NEWS TRIBUNE;PO BOX 1550;NEPTUNE;NJ;105;1;true;1.0
1240439.0;GANNETT--STEVENS POINT JOURNAL;1200 3RD CT;STEVENS POINT;WI;106;1;true;1.0
1236544.0;GANNETT--THE COURIER NEWS;1202 RTE 22;BRIDGEWATER;NJ;107;1;true;1.0
1237794.0;GANNETT--THE NEWS JOURNAL;950 W BASIN RD;NEW CASTLE;DE;108;1;true;1.0
1359362.0;GANNETTE-OHIO-99;620 E SMITH RD;MEDINA;OH;109;1;true;1.0
1342486.0;GANNON DESIGN;360 S GLASSELL  STE A;ORANGE;CA;110;1;true;1.0
1750239.0;GANNON UNIVERSITY;109 UNIVERSITY SQ;ERIE;PA;111;1;true;1.0
1750187.0;GAP COMPANIES INC;1 Harrison Street;San Francisco;CA;112;1;true;1.0
1238141.0;GAP INC;1 HARRISON ST;SAN FRANCISCO;CA;113;1;true;1.0
1367050.0;GARB-KO INC.;3925 FORTUNE BLVD.;SAGINAW;MI;114;1;true;1.0
1354658.0;GARCIA TONY;5245 MELROSE AVE;LOS ANGELES;CA;115;1;true;1.0
1736446.0;Garden Botanika;8624 154th Avenue NE;REDMOND;WA;116;1;true;1.0
1751471.0;GARDEN CITY GROUP INC;105 MAXESS RD;MELVILLE;NY;117;1;true;1.0
1364762.0;GARDEN CITY HOSPITAL FOUNDATION;6245 INKSTER RD;GARDEN CITY;MI;118;1;true;1.0
1238072.0;GARDEN CITY TELEGRAM THE (APS);310 NORTH 7TH STREET;GARDEN CITY;KS;119;1;true;1.0
1241161.0;GARDEN FRESH;15822 BERNARDO CENTER DRIVE STE A;SAN DIEGO;CA;120;1;true;1.0
1241479.0;GARDEN FRESH MARKET;7150 CAPITOL DRIVE;WHEELING;IL;121;1;true;1.0
1364674.0;GARDEN FRESH MARKET INC.;7150 CAPITOL DRIVE;WHEELING;IL;122;1;true;1.0
1248576.0;GARDEN FRESH MARKET-LOGISTICS;7150 CAPITOL DRIVE;WHEELING;IL;123;1;true;1.0
1365495.0;GARDEN FRESH RESTAURANT CORP.;15822 BERNARDO CENTER DRIVE;SAN DIEGO;CA;124;1;true;1.0
1248575.0;GARDEN FRESH-LOGISTICS;15822 BERNARDO CENTER DRIVE STE A;SAN DIEGO;CA;125;1;true;1.0
1361465.0;GARDEN RIDGE;19411 ATRIUM PLACE  SUITE 170;HOUSTON;TX;126;1;true;1.0
1355331.0;GARDEN RIDGE L P   IA;19411 ATRIUM PL;HOUSTON;TX;127;1;true;1.0
1339102.0;GARDEN RIDGE L P - PRE - PETITION;19411 ATRIUM PLACE STE 170;HOUSTON;TX;128;1;true;1.0
1237105.0;GARDEN RIDGE LP*;19411 ATRIUM PL;HOUSTON;TX;129;1;true;1.0
1246083.0;GARDEN RIDGE POTTERY INC.;19411 ATRIUM PL;HOUSTON;TX;130;1;true;1.0
1735113.0;GARDEN STATE LIFE INS CO.;2450 S SHORE BLVD;LEAGUE CITY;TX;131;1;true;1.0
1360759.0;GARDENBURGER  INC;15615 ALTON PKWY;IRVINE;CA;132;1;true;1.0
1736079.0;Gardener's Supply Company;128 Intervale Road;Burlington;VT;133;1;true;1.0
1752426.0;GARDENS ALIVE;110 W ELM ST;TIPP CITY;OH;134;1;true;1.0
2035467.0;GARDENS ALIVE - DO NOT USE;110 W ELM ST;TIPP CITY;OH;135;1;true;1.0
1249356.0;GARDENS ALIVE - LOGISTICS;110 W ELM ST;TIPP CITY;OH;136;1;true;1.0
1238381.0;GARDENS ALIVE INC     IA;110 W ELM ST;TIPP CITY;OH;137;1;true;1.0
1246082.0;GARDENS ALIVE INC*;110 W ELM ST;TIPP CITY;OH;138;1;true;1.0
1243676.0;GARDNER OIL COMPANY  INC;110 CRACKER BOX LN;HOT SPRINGS;AR;139;1;true;1.0
1244268.0;GARDNER VILLAGE;1100 WEST 7800 SOUTH;WEST JORDAN;UT;140;1;true;1.0
1246084.0;GARDNER-WHITE CO. INC.;21001 GROESBECK HIGHWAY;WARREN;MI;141;1;true;1.0
1237259.0;GARFF WARNER AUTO (APS);4238 S. REDWOOD ROAD;TAYLORSVILLE;UT;142;1;true;1.0
1248577.0;GARFIELD GROUP-LOGISTICS;;NEWTOWN;PA;143;1;true;1.0
1358318.0;GARLICH PRINTING;525 RUDDER ROAD;FENTON;MO;144;1;true;1.0
1365559.0;GARMIN LTD.;1200 E. 151ST ST.;OLATHE;KS;145;1;true;1.0
1753031.0;GARNET HILL;231 MAIN ST;FRANCONIA;NH;146;1;true;1.0
1362441.0;GART SPORTS;1050 W. HAMPDEN AVE.;DENVER;CO;147;1;true;1.0
1363499.0;GARY GOLD;250 N CANON DR 2F;BEVERLY HILLS;CA;148;1;true;1.0
1355782.0;GARY KIOUS;3645 INGLEWOOD AVE;REDONDO BEACH;CA;149;1;true;1.0
1358584.0;GARY Z DESIGN;371 S. ORANGE STREET;ORANGE;CA;150;1;true;1.0
1360714.0;GARY'S & COMPANY NEWPORT BEACH INC.;1065 NEWPORT CENTER DR;NEWPORT BEACH;CA;151;1;true;1.0
1255688.0;GASTON ADVERTISING;730 W. RANDOLPH;CHICAGO;IL;152;1;true;1.0
1359679.0;GASTON ADVERTISING;730 WEST RANDOLPH;CHICAGO;IL;153;1;true;1.0
1236900.0;GASTON GAZETTE THE (APS);PO BOX 1538;GASTONIA;NC;154;1;true;1.0
1237682.0;GATE HOUSE MEDIA 420 - 221;PO BOX 1440;WEBSTER;NY;155;1;true;1.0
1753532.0;GATE PETROLEUM COMPANY;9540 SAN JOSE BLVD;JACKSONVILLE;FL;156;1;true;1.0
1365757.0;GATE PETROLEUM COMPANY;9540 SAN JOSE BLVD.;JACKSONVILLE;FL;157;1;true;1.0
1244625.0;GATEHOUSE MEDIA MASS. 1 INC *;PO BOX 1500;WEBSTER;NY;158;1;true;1.0
1240783.0;GATEHOUSE MEDIA MASSACHUSETTS I INC;PO BOX 1500;WEBSTER;NY;159;1;true;1.0
1237943.0;GATEHOUSE MEDIA NE  (APS);PO BOX 1500;WEBSTER;NY;160;1;true;1.0
1243375.0;GATES  MCDONALD & COMPANY;215 N FRONT ST;COLUMBUS;OH;161;1;true;1.0
1237824.0;GATEWAY CHEVROLET (APS);15000 E FIRESTONE BLVD;LA MIRADA;CA;162;1;true;1.0
1754023.0;GATEWAY FOUNDATION;55 E JACKSON BLVD;CHICAGO;IL;163;1;true;1.0
1360743.0;GATEWAY INC;7565 IRVINE CENTER DR;IRVINE;CA;164;1;true;1.0
1364675.0;GATEWAY PACKAGING COMPANY;20 CENTRAL INDUSTRIAL DR.;GRANITE CITY;IL;165;1;true;1.0
1748130.0;GATEWAY PRESS INC;4500 ROBARDS LANE;LOUISVILLE;KY;166;1;true;1.0
1243642.0;GATEWAY SUPPLY COMPANY  INC;1312 HAMRICK ST;COLUMBIA;SC;167;1;true;1.0
1752935.0;GATEWAYCDI;909 N 20TH ST;SAINT LOUIS;MO;168;1;true;1.0
1365180.0;GAVIN BROWN'S ENTERPRISE CORP;620 GREENWICH STREET;NEW YORK;NY;169;1;true;1.0
1753521.0;GAYLORD ENTERTAINMENT COMPANY;2800 OPRYLAND DRIVE;NASHVILLE;TN;170;1;true;1.0
1361589.0;GAYLORD ENTERTAINMENT COMPANY;1 GAYLORD DR;NASHVILLE;TN;171;1;true;1.0
1240432.0;GAZELLE SPORTS;214 S KALAMAZOO MALL;KALAMAZOO;MI;172;1;true;1.0
1237050.0;GAZETTE THE (APS);305 PROSPECT ST;COLORADO SPRINGS;CO;173;1;true;1.0
1237502.0;GAZETTE THE (APS);1556 SALEM ROAD;BEAUFORT;SC;174;1;true;1.0
1246087.0;GAZETTE INC.;P.O. BOX 583242;MINNEAPOLIS;MN;175;1;true;1.0
1347316.0;GB DESIGN;265 MESA DRIVE SUITE A;COSTA MESA;CA;176;1;true;1.0
1243376.0;GB STORES INC;3241 WESTERVILLE RD;COLUMBUS;OH;177;1;true;1.0
1363940.0;GBG WALL GRAPHICS;2279 ROUTE 208;MONTGOMERY;NY;178;1;true;1.0
1240235.0;GBH PRODUCTIONS - APS;503 S BARFIELD;MARCO ISLAND;FL;179;1;true;1.0
1362209.0;GCA GROUP INC.;1350 EUCLID AVE SUITE 1500;CLEVELAND;OH;180;1;true;1.0
1362210.0;GCA SERVICES GROUP INC.;1350 EUCLID AVE STE 1500;CLEVELAND;OH;181;1;true;1.0
1362023.0;GCF BANK;;SEWELL;NJ;182;1;true;1.0
1357942.0;GCG ADVERTISING;1612 SUMMIT AVE;FORT WORTH;TX;183;1;true;1.0
1754891.0;GCI COMMUNICATION CORP.;2550 DENALI ST STE 1000;ANCHORAGE;AK;184;1;true;1.0
1248256.0;GCI COMMUNICATION CORP.;2550 DENALI ST STE 1000;ANCHORAGE;AK;185;1;true;1.0
1750237.0;GCSAA GOLD COURSE;1421 RESEARCH PARK DRIVE;LAWRENCE;KS;186;1;true;1.0
1253542.0;GCW CARPET WHOLESALERS INC.;44 W LANCASTER AVE - STE 210;ARDMORE;PA;187;1;true;1.0
1360293.0;GDG CORPORATION;6719 106TH AVE NE;KIRKLAND;WA;188;1;true;1.0
1246096.0;GDI-THE GOALTENDER DEVELOPMENT;12901 HUTTON DR;FARMERS BRANCH;TX;189;1;true;1.0
1364463.0;GE CARD SERVICES;221 NE AVE;FAYETTEVILLE;AR;190;1;true;1.0
1239535.0;GE CONSUMER FINANCIAL;200 NORTH MARTINGALE ROAD;SCHAUMBURG;IL;191;1;true;1.0
1748546.0;GE CONSUMER FINANCIAL;950 FORRER BLVD;KETTERING;OH;192;1;true;1.0
1743230.0;GE FINANCIAL ASSURANCE;200 N. MARTINGALE ROAD;SCHAUMBURG;IL;193;1;true;1.0
1746602.0;GE FINANCIAL ASSURANCE;6630 W BROAD ST;RICHMOND;VA;194;1;true;1.0
1748260.0;GE GLOBAL CONSUMER FINANCE;4125 WINDWARD PLZ;ALPHARETTA;GA;195;1;true;1.0
1752444.0;GEARYS OF BEVERLY HILLS;351 N BEVERLY DR;BEVERLY HILLS;CA;196;1;true;1.0
1358529.0;GEBHARDT MOTORS INC. BMW;4740 VALMONT ROAD;BOULDER;CO;197;1;true;1.0
1357439.0;GEBHARDT SAAB;3150 28TH ST;BOULDER;CO;198;1;true;1.0
1360102.0;GEGM FORWARD CORPORATION;601 WEST 26TH ST;NEW YORK;NY;199;1;true;1.0
1361885.0;GEGM FORWARD CORPORATION;601 WEST 26TH ST;NEW YORK;NY;200;1;true;1.0
